	Smiles	Standard Type	Standard Value	pChEMBL Value
1540	O=S(=O)(N[C@@H]1CCN(CCOc2ccccc2-c2ccccc2)C1)c1ccc(Cl)s1	Ki	202.0	6.7
1543	O=S(=O)(c1ccccc1)c1nnn2c1nc(NCc1ccco1)c1sccc12	Ki	2.8	8.55
1544	O=S(=O)(c1ccccc1)c1cn(C2CCNCC2)c2ccccc12	Ki	91.0	7.04
1545	O=S(=O)(c1ccccc1)c1cn(C2CCCNC2)c2ccccc12	Ki	13.0	7.89
1546	CCN1CCCC(n2cc(S(=O)(=O)c3ccccc3)c3ccccc32)C1	Ki	7.3	8.14
1547	CN1CCC(n2cc(S(=O)(=O)c3cccc(F)c3)c3ccccc32)C1	Ki	3.5	8.46
1550	Brc1ccc(N2CCNCC2)c2ccccc12.O=C(O)C(=O)O	Ki	54.0	7.27
1551	COc1cc2c3c(c1OCC1CC1)-c1cc(N)ccc1CC3N(C)CC2	Ki	132.0	6.88
1552	C#CCOc1c(OC)cc2c3c1-c1cc(NS(C)(=O)=O)ccc1CC3N(C)CC2	Ki	218.0	6.66
1553	COc1ccc(S(=O)(=O)Nc2cc(Br)cc(Cl)c2Br)cc1N1CCNCC1	Ki	3.981	8.4
1554	O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	Ki	71.0	7.15
1555	Clc1cccc(N2CCNCC2)c1	Ki	2300.0	5.64
1556	COc1ccc(S(=O)(=O)Nc2cc(F)cc(F)c2Cl)cc1N1CCNCC1	Ki	31.62	7.5
1559	COc1ccc(NS(=O)(=O)c2cn(C)cn2)cc1N1CCN(C)CC1	Ki	794.33	6.1
1560	CC[C@@](C)(CO)CNC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	Ki	180.0	6.75
1561	COc1ccc(NS(=O)(=O)c2cccc(I)c2)cc1N1CCN(C)CC1	Ki	0.7943	9.1
1563	O=S(=O)(c1ccccc1)c1ccccc1N1CCNCC1	Ki	4000.0	5.4
1564	O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCCCN1CCN(c2ccc(Cl)cc2)CC1	Ki	3028.0	5.52
1565	COc1ccccc1Sc1ccc2c(c1)N1CCNCC1C2	Ki	23.0	7.64
1566	O=S(=O)(c1cccc(Cl)c1)n1cc(C2=CCCNC2)c2ccccc21	Ki	14.0	7.85
1567	O=S(=O)(c1cccc(C(F)(F)F)c1)n1cc(C2=CCCNC2)c2ccccc21	Ki	44.7	7.35
1568	COc1ccc(S(=O)(=O)n2cc(C3=CCCNC3)c3ccccc32)cc1	Ki	16.0	7.8
1569	O=S(=O)(c1ccc(C(F)(F)F)cc1)n1cc(C2CCCNC2)c2ccccc21	Ki	10.0	8.0
1570	O=S(=O)(c1ccc(I)cc1)n1cc(C[C@@H]2CCCN2)c2ccccc21	Ki	34.0	7.47
1571	CN1CCC[C@@H]1Cc1cn(S(=O)(=O)c2ccc(Br)s2)c2ccccc12	Ki	4.0	8.4
1572	COc1ccc(S(=O)(=O)n2cc(C[C@@H]3CCCN3C)c3ccccc32)cc1	Ki	19.3	7.71
1573	CN1CCC(c2cn(S(=O)(=O)c3ccc(F)cc3)c3ccccc23)C1	Ki	2.0	8.7
1574	CN1CC=C(c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)CC1	Ki	2.0	8.7
1575	CC(C)N1CCN(c2nc3c(S(=O)(=O)c4cccc5ccccc45)cccc3o2)CC1	Ki	13.0	7.89
1576	Cc1ccc(S(=O)(=O)Nc2ccc3[nH]cc(C[C@H]4CCCN4C)c3c2)cc1	Ki	1.0	9.0
1577	COc1ccc(S(=O)(=O)Nc2ccc3[nH]cc(C[C@H]4CCCN4C)c3c2)cc1	Ki	1.0	9.0
1578	CN1CCC[C@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccccc3Br)cc12	Ki	5.0	8.3
1579	CN1CCC[C@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(Cl)c(Cl)c3)cc12	Ki	7.0	8.15
1580	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccccc1Cl	Ki	3.0	8.52
1581	O=S(=O)(c1cccc2ccccc12)n1cc(C2=CCNCC2)c2cc(F)ccc21	Ki	4.0	8.4
1582	Nc1ccc(S(=O)(=O)n2cc(C3=CCNCC3)c3ccc([N+](=O)[O-])cc32)cc1	Ki	31.0	7.51
1584	CC(=O)c1ccc2c(n1)c(S(=O)(=O)c1ccccc1)cn2CCN(C)C	Ki	56.0	7.25
1585	COc1cccc(S(=O)(=O)n2ccc3cc4c(cc32)CCNCC4)c1	Ki	1.995	8.7
1586	Cn1cc(S(=O)(=O)c2ccccc2)c2cc3c(cc21)CCNCC3	Ki	1.995	8.7
1587	COc1ccc2c(c1)c(CCN(C)C)cn2C(C)C	Ki	130.0	6.89
1593	Cc1c(O[C@@H](C)c2ccccc2)cccc1N1CCNCC1	Ki	45.6	7.34
1594	CCN(CC)CCC(=O)Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1	Ki	2.1	8.68
1595	COc1cc(S(=O)(=O)c2ccccc2F)cc2c3c(oc12)CCNC3	Ki	0.19	9.72
1596	CN(C)CCN1C(=O)c2ccccc2/C=C\c2ccccc21	Ki	20100.0	4.7
1597	COc1ccc2c(c1)c(CCN(C)C)c1n2CCCC1	Ki	1030.0	5.99
1598	CN(C)CCn1ccc2c(NS(=O)(=O)c3cccc4ccccc34)cccc21	Ki	64.7	7.19
1599	Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(CCN4CCOCC4)c3c2)sc2ccc(Cl)cc12	Ki	15.1	7.82
1600	O=S(=O)(Nc1ccc2[nH]cc(CCN3CCOCC3)c2c1)c1ccc2ccccc2c1	Ki	132.0	6.88
1601	O=S(=O)(Nc1ccc2[nH]cc(CCN3CCOCC3)c2c1)c1ccc2ccccc2n1	Ki	117.0	6.93
1602	O=C1OCc2ccccc2N1C1CCN(S(=O)(=O)c2csc3ccccc23)CC1	Ki	125.8	6.9
1603	CN(C)CCn1ccc2cc(NS(=O)(=O)c3cccc4ccccc34)ccc21	Ki	94.2	7.03
1604	Cc1c(S(=O)(=O)Nc2cccc3c2cc(C)n3CCN(C)C)sc2ccc(Cl)cc12	Ki	57.7	7.24
1605	CN1CCc2cc(Br)c(NS(=O)(=O)c3ccc(-c4ccc(Cl)cc4)cc3)cc2CC1	Ki	50.12	7.3
1606	COc1ccc(S(=O)(=O)N2CCc3c(Cl)ccc(Cl)c3C2)cc1N1CCNCC1	Ki	0.5012	9.3
1609	CSc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CN(C)CC3	Ki	7.7	8.11
1610	CNc1nn2c3c(c(C)nc2c1S(=O)(=O)c1ccccc1)CCC3	Ki	0.202	9.7
1611	NCCCC1(CCCN)CCc2cccc(O)c2C1	Ki	125.89	6.9
1614	O=S(=O)(c1cccc(Cl)c1)n1c2c(c3ccccc31)CCNC2	Ki	41.7	7.38
1615	Nc1ccc(S(=O)(=O)n2c3c(c4ccccc42)CCNC3)cc1	Ki	116.0	6.94
1616	O=S(=O)(c1ccccc1)n1cc(C2=CCNCC2)c2ccccc21	Ki	2.0	8.7
1617	COc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2Cl)cc1N1CCNCC1	Ki	1.995	8.7
1618	COc1ccc(NC(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1N1CCN(C)CC1	Ki	2863.0	5.54
1619	CCN(CCCCN1CCC2CCCCC2C1)S(=O)(=O)c1cccc2cccnc12	Ki	1950.0	5.71
1620	O=S(=O)(c1cccc(Cl)c1)n1cc(C2CCCNC2)c2ccccc21	Ki	2.0	8.7
1621	CN(C)CCn1ccc2ccc(NS(=O)(=O)CCc3cccc4ccccc34)cc21	Ki	74.5	7.13
1623	O=C1OCc2ccccc2N1C1CCN(S(=O)(=O)c2cccc3ccccc23)CC1	Ki	51.7	7.29
1624	O=C1OCc2ccccc2N1C1CCN(S(=O)(=O)c2cccc3cccnc23)CC1	Ki	151.9	6.82
1625	CNCCn1cc(S(=O)(=O)c2ccccc2)c2ccccc21	Ki	15.5	7.81
1626	CCN(CC)C(=O)C(=O)c1c[nH]c2ccc(NS(=O)(=O)c3c(Cl)nc4sccn34)cc12	Ki	224.4	6.65
1628	CN(C)CCn1cc(S(=O)(=O)c2ccccc2)c2ccccc21	Ki	20.0	7.7
1629	COc1cccc2c1c(CCN(C)C)cn2S(=O)(=O)c1ccccc1	Ki	11.0	7.96
1630	O=S(=O)(c1ccccc1Cl)n1ccc2c(N3CCNCC3)c(Cl)ccc21	Ki	1.0	9.0
1631	O=S(=O)(Nc1ccc2ccn(CCN3CCCC3)c2c1)c1cccc2ccccc12	Ki	18.6	7.73
1633	CN(C)CCc1c[nH]c2ccc(NS(=O)(=O)c3cccc4ccccc34)cc12	Ki	0.8	9.1
1634	COc1ccc(NC(=O)N2CCN(c3ccc(Cl)cc3)CC2)cc1N1CCN(C)CC1	Ki	5089.0	5.29
1635	CNc1nn2c(N)c(Cl)c(C)nc2c1S(=O)(=O)c1cccc(Cl)c1	Ki	18.62	7.73
1636	CNc1nn2c(N(C)CCN(C)C)cc(C)nc2c1S(=O)(=O)c1ccccc1	Ki	22.39	7.65
1637	CNc1nn2c(C)c(CN(C)C)c(C)nc2c1S(=O)(=O)c1cccc(F)c1	Ki	0.8913	9.05
1638	COc1ccc2c(S(=O)(=O)c3ccccc3)cn(CCN(C)C)c2c1	Ki	23.0	7.64
1644	CN1CCC(c2c[nH]c3ccc(NS(=O)(=O)c4cccc5c(Cl)cccc45)cc23)CC1	Ki	9.6	8.02
1645	O=C(CCOCCN1CCN(c2cccnc2-c2ccc(F)cc2)CC1)NCc1ccc(C(F)(F)F)cc1	Ki	2634.0	5.58
1646	COCOc1ccc(CNC(=O)CCCCCN2CCN(c3ccccc3-c3ccc(OC)cc3)CC2)cc1	Ki	640.0	6.19
1647	C[C@H](NC(=O)CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)c1ccccc1	Ki	480.0	6.32
1649	Nc1ccc(CC2C=Cc3ccccc32)cc1	Ki	4470.0	5.35
1650	Nc1ccc(Cc2c[nH]c3ccccc23)cc1	Ki	2530.0	5.6
1651	O=S(=O)(c1ccccc1)n1cc(C[C@@H]2CCCN2)c2ccccc21	Ki	27.7	7.56
1652	O=S(=O)(c1ccc(Br)s1)n1cc(C[C@@H]2CCCN2)c2ccccc21	Ki	20.0	7.7
1653	CN1CCC[C@@H]1Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12	Ki	8.0	8.1
1654	CC1(c2ccc(Cl)cc2)C(=O)Nc2cc(Cl)cc(Cl)c2C1=O	Ki	877.0	6.06
1655	CN1CCC[C@H]1Cc1cn(S(=O)(=O)c2ccc(Cl)c(Cl)c2)c2ccccc12	Ki	12.0	7.92
1657	CC(C)Oc1cc(F)cc(S(=O)(=O)c2ccc3c(c2)O[C@H]2CNCC[C@@H]32)c1.Cl	Ki	65.0	7.19
1658	CN(C)CCc1cccc(NS(=O)(=O)c2ccccc2)c1	Ki	52.0	7.28
1659	NCCc1cccc(NS(=O)(=O)c2ccccc2)c1	Ki	21.0	7.68
1660	NCCc1cn(S(=O)(=O)c2ccc(Cl)s2)c2ccccc12	Ki	6.0	8.22
1661	CN(C)CCc1cn2c3c(cccc13)-c1ccccc1S2(=O)=O	Ki	4500.0	5.35
1664	C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1	Ki	404.0	6.39
1667	O=S(=O)(Nc1ccc2[nH]cc(C[C@@H]3CCCN3)c2c1)c1ccc(Br)cc1	Ki	57.0	7.24
1668	NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3Cc2ccc(F)cc2)CC1	Ki	83.0	7.08
1669	O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5Cc4ccccc4)CC3)cc2N1	Ki	13.0	7.89
1670	O=C1CCc2ccc(OCCCCN3CCC(c4cn(Cc5ccccc5)c5ccccc45)CC3)cc2N1	Ki	150.0	6.82
1671	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1cccc(C(F)(F)F)c1	Ki	4.0	8.4
1672	Cc1ccc(Nc2c(S(=O)(=O)c3ccccc3)cnc3ccc(Cl)cc23)cc1	Ki	1574.0	5.8
1673	CC(C)CS(=O)(=O)n1ccc2c(-c3ccc(C(F)(F)F)cc3)cc(N3CCN(C)CC3)nc21	Ki	4.0	8.4
1674	CC(C)CS(=O)(=O)n1ccc2c(-c3ccccc3)cc(N3CCN(C)CC3)nc21	Ki	16.0	7.8
1675	Cc1nc(N)sc1S(=O)(=O)n1cc(C2CCN(Cc3ccccc3)C2)c2ccccc21	Ki	3.0	8.52
1676	COc1ccc2c(c1)c(CN(C)C)cn2S(=O)(=O)c1ccccc1	Ki	1.5	8.82
1677	O=S(=O)(c1ccc(F)cc1F)n1cc(C2=CCCNC2)c2ccccc21	Ki	13.0	7.89
1678	Cc1nc(C)c(S(=O)(=O)n2cc(C3=CCCNC3)c3ccccc32)o1	Ki	58.0	7.24
1680	Cc1ccc(S(=O)(=O)n2cc(C[C@@H]3CCCN3)c3ccccc32)cc1	Ki	33.0	7.48
1681	COc1ccc(S(=O)(=O)n2cc(C[C@@H]3CCCN3)c3ccccc32)cc1	Ki	40.0	7.4
1682	CN1CCC[C@H]1Cc1cn(S(=O)(=O)c2ccc(N)cc2)c2ccccc12	Ki	3.0	8.52
1683	CN1CCC[C@H]1Cc1cn(S(=O)(=O)c2ccc(Cl)s2)c2ccccc12	Ki	4.0	8.4
1684	CN1CCC(c2cn(S(=O)(=O)c3ccc(Cl)cc3)c3ccccc23)C1	Ki	1.0	9.0
1685	CN1CCC(c2cn(S(=O)(=O)c3ccc(Cl)c(Cl)c3)c3ccccc23)C1	Ki	3.0	8.52
1688	O=C(/C=C/c1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(c2c[nH]c3ccc(O)cc23)CC1	Ki	79.43	7.1
1689	O=C(O)C(=O)O.c1ccc(Cc2ccc(N3CCNCC3)c3ccccc23)cc1	Ki	35.0	7.46
1692	COCOc1ccc(CNC(=O)CCCCCN2CCN(c3ccccc3-c3ccccc3)CC2)cc1	Ki	413.0	6.38
1693	O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)NCc1ccc(OCCCN2CCOCC2)cc1	Ki	1152.0	5.94
1694	C[C@H]1CN(c2ccccc2-c2ccccc2)CCN1CCCCCC(=O)NCc1ccccc1	Ki	395.0	6.4
1695	Cc1c(OCc2cccc(C#N)c2)cccc1N1CCNCC1	Ki	15.3	7.82
1696	Cc1c(OCc2ccccc2)cccc1N1CCNCC1	Ki	1.3	8.89
1697	O=C(CCCN1CCCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	Ki	295.9	6.53
1698	CN(C)CCn1cc(Cc2ccccc2)c2ccccc21	Ki	32.0	7.5
1699	Cc1cccc2c1N(C1CCN(S(=O)(=O)c3csc4ccccc34)CC1)C(=O)OC2	Ki	124.5	6.91
1702	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	Ki	6213.0	5.21
1703	CN(C)CCn1cc(S(=O)(=O)c2ccccc2)c2c(F)cccc21	Ki	98.0	7.01
1704	Cl.Cl.O=S(=O)(c1ccccc1)n1ccc2c(CN3CCNCC3)cccc21	Ki	7.84	8.11
1705	COc1ccc2c(c1)c(CCN)cn2S(=O)(=O)c1cccc2ccccc12	Ki	0.7943	9.1
1706	CC(C)c1ccc(S(=O)(=O)c2cccc3oc(N4CCNCC4)nc23)cc1	Ki	22.0	7.66
1709	O=S(=O)(c1ccccc1)n1c2c(c3ccccc31)CCNCC2	Ki	193.0	6.71
1710	CCCN1CCc2c(n(S(=O)(=O)c3cccc(OC)c3)c3ccccc23)CC1	Ki	124.0	6.91
1711	NCCc1ccc(S(=O)(=O)c2ccccc2)cc1	Ki	37.0	7.43
1712	O=S(=O)(c1ccccc1)c1cccc2oc(N3CCNCC3)nc12	Ki	41.0	7.39
1713	O=S(=O)(c1cccc(C(F)(F)F)c1)c1cccc2oc(N3CCNCC3)nc12	Ki	22.0	7.66
1716	CN1CCN(c2ccc([N+](=O)[O-])c(NCc3cccnc3)c2)CC1	Ki	1267.0	5.9
1717	CN1CCN(c2ccc([N+](=O)[O-])c(-n3nc(-c4ccccc4)c4ccccc4c3=O)c2)CC1	Ki	1221.0	5.91
1719	O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21	Ki	36.0	7.44
1720	O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCNC4CCN(Cc5ccccc5)CC4)CC3)cccc21	Ki	2.0	8.7
1721	CN(C)CCn1cc(S(=O)(=O)c2ccccc2)c2ccc(Cl)cc21	Ki	42.0	7.38
1723	CCC1(CCCCN2CCN(c3ccc(Cl)cc3)CC2)C(=O)Nc2cc(F)ccc21	Ki	186.5	6.73
1724	Cc1c(O[C@H](C)c2cccc(Cl)c2)cccc1C1CCNCC1	Ki	39.5	7.4
1725	Cc1c(C2CCNCC2)ccnc1OCc1ccc(Cl)cc1	Ki	50.0	7.3
1726	CC(Nc1nc(N)nc(NCCc2cccs2)n1)c1ccc(F)cc1	Ki	380.0	6.42
1727	O=S(=O)(c1cccc(C(F)(F)F)c1)n1c2c(c3ccccc31)CCNCC2	Ki	89.0	7.05
1728	O=S(=O)(NCCCCN1CCc2sccc2C1)c1ccc2cccnc2c1	Ki	2652.0	5.58
1733	Cl.O=S(=O)(NCCCCCN1CCN(c2ccc(Cl)cc2)CC1)c1cnc2ccccc2c1	Ki	2209.0	5.66
1734	Cl.O=S(=O)(NCCCN1CCN(c2ccc(Cl)cc2)CC1)c1cnc2ccccc2c1	Ki	6548.0	5.18
1735	CCc1nc(N)[nH]c1-c1cn(S(=O)(=O)c2ccccc2)c2ccc(OC)cc12.Cl	Ki	19.0	7.72
1736	CCC(=O)Nc1nc(C)c(-c2cn(S(=O)(=O)c3ccccc3)c3ccc(F)cc23)[nH]1	Ki	107.0	6.97
1737	COc1ccc2c(c1)c(-c1cnc(NC(C)=O)[nH]1)cn2S(=O)(=O)c1cccc(F)c1	Ki	50.0	7.3
1739	O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1	Ki	4.1	8.39
1741	O=S(=O)(c1cccc(Cl)c1Cl)N1CCc2c(cccc2N2CCNCC2)C1	Ki	0.04	10.4
1742	Fc1ccc2c(c1)c(C1=CCNCC1)cn2Cc1ccccc1	Ki	10.0	8.0
1743	Cc1ccc(S(=O)(=O)n2cc3c4c(cccc42)[C@H](O)[C@@H](N(C)C)C3)cc1	Ki	7.2	8.14
1744	O=S(=O)(c1ccccc1)c1cccc(N2CCNCC2)c1	Ki	1.2	8.92
1745	COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(OC)c2c1CC[C@H](N(C)C)C2	Ki	1.7	8.77
1746	COc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2OC)cc1N1CCNCC1	Ki	0.7	9.15
1749	COc1ccc(OC)c(S(=O)(=O)n2cc(CCN(C)C)c3cc(OC)ccc32)c1	Ki	1.3	8.89
1751	COc1cc(S(=O)(=O)c2ccsc2)cc2c3c(oc12)CCNC3	Ki	0.27	9.57
1754	Cc1ccc(S(=O)(=O)n2ccc3ccc(N4CCN5CCCCC5C4)cc32)cc1	Ki	4.9	8.31
1755	Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2	Ki	35.0	7.46
1756	COc1ccc(S(=O)(=O)N2CCc3c(OC)ccc(OC)c3C2)cc1N1CCNCC1	Ki	1.585	8.8
1758	Cc1cccc(S(=O)(=O)NCCN2CCN(c3nsc4ccccc34)CC2)c1	Ki	430.0	6.37
1759	O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cccs1	Ki	42.0	7.38
1760	O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1	Ki	100.0	7.0
1761	O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1	Ki	45.0	7.35
1762	O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1	Ki	1100.0	5.96
1763	O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1	Ki	18.0	7.75
1764	O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cc2ccccc2s1	Ki	1100.0	5.96
1765	O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12	Ki	13.0	7.89
1766	Cc1c(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)sc2ccc(F)cc12	Ki	3.4	8.47
1769	COc1ccc(S(=O)(=O)N2CCc3cc(I)ccc32)cc1N1CCNCC1	Ki	3.981	8.4
1771	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccc(F)cc1Cl	Ki	9.0	8.05
1772	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccc(Cl)c(Cl)c1	Ki	3.0	8.52
1773	CC(C)c1ccc(S(=O)(=O)Nc2ccc3[nH]cc(C[C@H]4CCCN4)c3c2)cc1	Ki	1.0	9.0
1774	Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(C4CCN(C)CC4)c3c2)sc2ccc(Cl)cc12	Ki	1.0	9.0
1776	Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(CCN(C)C)c3c2)sc2ccc(Cl)cc12	Ki	0.1	10.0
1777	CCN(CC)CCc1c[nH]c2ccc(NS(=O)(=O)c3sc4ccc(Cl)cc4c3C)cc12	Ki	0.3	9.52
1778	Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(CCN4CCCC4)c3c2)sc2ccc(Cl)cc12	Ki	4.0	8.4
1779	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccccc1	Ki	4.0	8.4
1780	CCN1CCC(n2cc(S(=O)(=O)C3=C(Cl)NC4SC=CN34)c3cccnc32)C1	Ki	1.4	8.85
1781	CN1CCC(n2cc(S(=O)(=O)c3cccc(Br)c3)c3cccnc32)C1	Ki	0.9	9.05
1786	CC1(C)NCCc2c1oc1cc(S(=O)(=O)c3ccccc3)ccc21	Ki	7.7	8.11
1787	COc1ccc2c(c1)c(CCN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1	Ki	490.0	6.31
1788	COc1ccc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(OC)c(N2CCNCC2)c1	Ki	3.981	8.4
1789	Cn1c2c(c3cc(S(=O)(=O)c4cccc(OC(F)(F)F)c4)ccc31)C1CCC(C2)N1	Ki	7.2	8.14
1790	Cn1c2c(c3cc(S(=O)(=O)c4ccccn4)ccc31)C1CCC(C2)N1	Ki	192.0	6.72
1793	NCCc1c[nH]c2ccccc12	Ki	180.0	6.75
1797	COc1cccc(-n2cc(C(=O)N(C)c3cccc(Cl)c3)c3ccccc3c2=O)c1	Ki	16550.0	4.78
1798	Cc1ccc(Cl)cc1N(C)C(=O)c1cn(-c2ccc(F)cc2F)c(=O)c2ccccc12	Ki	11360.0	4.95
1799	Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1	Ki	5824.0	5.24
1806	CCN1CCN(c2cn(S(=O)(=O)c3ccc(C(C)C)cc3)c3ccccc23)CC1	Ki	8.6	8.07
1807	CC(C)c1ccc(S(=O)(=O)n2cc(N3CCN(C)CC3)c3cc(Br)ccc32)cc1	Ki	23.2	7.63
1808	CN1CCN(c2cn(S(=O)(=O)c3ccccc3Br)c3ccc(Br)cc23)CC1	Ki	10.2	7.99
1809	CCN1CCN(c2cn(S(=O)(=O)c3ccc(C(C)C)cc3)c3ccc(Cl)cc23)CC1	Ki	30.5	7.52
1811	Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1.Cl	Ki	330.0	6.48
1812	CCN1CCN(c2cn(S(=O)(=O)c3ccc(OC)cc3)c3cc(Cl)ccc23)CC1	Ki	82.3	7.08
1813	c1ccc2sc(SSc3nc4ccccc4s3)nc2c1	Ki	2450.0	5.61
1816	COc1ccc2c(S(=O)(=O)c3cccc(Cl)c3)cn(C3CCNC3)c2c1	Ki	4.6	8.34
1817	CNc1cc(N2CCNCC2)ccc1S(=O)(=O)c1ccccc1.Cl	Ki	0.16	9.8
1818	Cl.Nc1cc(N2CCNCC2)ccc1S(=O)(=O)c1ccccc1	Ki	1.65	8.78
1819	COc1ccc2c(=O)c3cc(CN4CCN(C)CC4)ccc3oc2c1.Cl.Cl	Ki	19100.0	4.72
1820	CC(C)c1ccc(S(=O)(=O)c2n[nH]c3ccc(N4CCC(N)CC4)cc23)cc1	Ki	13.09	7.88
1821	O=S(=O)(c1ccc(Br)cc1)c1nnn2c1nc(NCc1ccc3c(c1)OCO3)c1sccc12	Ki	28.8	7.54
1822	O=S(=O)(c1cccc(Br)c1)c1cn(C2CCNC2)c2ncccc12	Ki	1.288	8.89
1823	CN1CCOc2cc(S(=O)(=O)Nc3ccc4c(c3)CCN(Cc3cc[nH]n3)CC4)ccc21	Ki	15.85	7.8
1825	CN(C)Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12	Ki	3.0	8.52
1827	Cn1c2c(c3cc(S(=O)(=O)c4ccccc4)cc(F)c31)C1CCC(C2)N1	Ki	13.0	7.89
1828	COc1cc(S(=O)(=O)n2ccc3ccc(F)cc32)cc2c3c(n(C)c12)CC1CCC3N1	Ki	0.43	9.37
1829	Cn1c2c(c3cc(S(=O)(=O)c4ccsc4)ccc31)C1CCC(C2)N1	Ki	51.0	7.29
1830	CC(C)n1c2c(c3cc(S(=O)(=O)c4ccccc4)ccc31)C1CCC(C2)N1	Ki	350.0	6.46
1831	Cn1cc(S(=O)(=O)c2ccc3c(c2)c2c(n3C)CC3CCC2N3)c2ccccc21	Ki	0.81	9.09
1833	CCOc1cc(S(=O)(=O)c2ccccc2)cc2c3c(n(C)c12)CC1CCC3N1	Ki	4.9	8.31
1836	O=S(=O)(c1cccc(F)c1)c1c[nH]c2c(OCCN3CCCC3)cccc12	Ki	20.0	7.7
1837	COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN2CCC[C@H]2C1	Ki	0.8	9.1
1838	O=C1COc2c(N3CCNCC3)cccc2N1Cc1ccccc1	Ki	0.2	9.7
1839	CN1CCCC1Cc1c[nH]c2ccc(OC3CCCCC3)cc12	Ki	0.93	9.03
1840	Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(CN(C)C)c3c2)sc2ccc(Cl)cc12	Ki	5.3	8.28
1841	CN(C)CCC(=O)Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1	Ki	1.8	8.74
1842	CN(C)CCc1cn(S(=O)(=O)c2ccccc2)c2ccc(O)cc12	Ki	19.0	7.72
1844	Nc1ccc(S(=O)(=O)Nc2cc(N)nc(Br)c2)cc1	Ki	50.12	7.3
1848	O=S(=O)(c1ccc2oc(N3CCNCC3)nc2c1)c1cccc2ccccc12	Ki	52.0	7.28
1849	CNCCn1cc(S(=O)(=O)c2c(Cl)nc3sccn23)c2cccnc21	Ki	0.9	9.05
